Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
LIVK,LIV Capital Acquisition Corp.,9.9486,$100.8M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/livk,
LIVKU,LIV Capital Acquisition Corp.,10.0102,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/livku,
LIVKW,LIV Capital Acquisition Corp.,0.385,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/livkw,
LIVN,LivaNova PLC,57.3,$2.78B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/livn,
LOB,"Live Oak Bancshares, Inc.",15.945,$645.92M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/lob,
LIVE,Live Ventures Incorporated,9.97,$16.11M,n/a,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/live,
LPSN,"LivePerson, Inc.",37.98,$2.51B,2000,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/lpsn,
LIVX,"LiveXLive Media, Inc.",3.57,$231.05M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/livx,
LVGO,"Livongo Health, Inc.",109.13,$10.67B,2019,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/lvgo,
LIZI,LIZHI INC.,5.9,$269.83M,2020,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/lizi,
LKQ,LKQ Corporation,27.96,$8.5B,n/a,Consumer Services,Motor Vehicles,https://old.nasdaq.com/symbol/lkq,
LMFA,"LM Funding America, Inc.",1.41,$7.09M,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lmfa,
LMFAW,"LM Funding America, Inc.",0.08,n/a,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lmfaw,
LMPX,"LMP Automotive Holdings, Inc.",8.21,$81.48M,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lmpx,
LOGC,"LogicBio Therapeutics, Inc.",8.74,$204.81M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/logc,
LOGI,Logitech International S.A.,68.88,$11.6B,1997,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/logi,
LOGM,"LogMein, Inc.",85.64,$4.18B,2009,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/logm,
CNCR,Loncar Cancer Immunotherapy ETF,25.983,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cncr,
CHNA,Loncar China BioPharma ETF,31.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/chna,
LONE,Lonestar Resources US Inc.,0.4498,$11.41M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/lone,
LOAC,Longevity Acquisition Corporation,10.68,$28.05M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loac,
LOACR,Longevity Acquisition Corporation,0.2189,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacr,
LOACU,Longevity Acquisition Corporation,10.5955,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacu,
LOACW,Longevity Acquisition Corporation,0.249,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacw,
LOOP,"Loop Industries, Inc.",9.54,$380.98M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/loop,
LORL,"Loral Space and Communications, Inc.",18.04,$558.03M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/lorl,
LPLA,LPL Financial Holdings Inc.,75.95,$5.99B,2010,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/lpla,
LYTS,LSI Industries Inc.,5.91,$154.8M,1985,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/lyts,
LULU,lululemon athletica inc.,321.5,$41.86B,2007,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/lulu,
LITE,Lumentum Holdings Inc.,84.47,$6.33B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/lite,
LMNX,Luminex Corporation,35.38,$1.62B,2000,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/lmnx,
LUMO,"Lumos Pharma, Inc.",15.19,$125.97M,2011,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lumo,
LUNA,Luna Innovations Incorporated,5.57,$169.81M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/luna,
LKCO,Luokung Technology Corp,0.6749,$135.87M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/lkco,
LBC,Luther Burbank Corporation,9.64,$541.36M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/lbc,
LYFT,"Lyft, Inc.",30.42,$9.33B,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/lyft,
LYRA,"Lyra Therapeutics, Inc.",12.65,$163.5M,2020,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/lyra,
MCBC,Macatawa Bank Corporation,7.26,$247.62M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mcbc,
MFNC,Mackinac Financial Corporation,9.1,$95.86M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mfnc,
MTSI,"MACOM Technology Solutions Holdings, Inc.",36.44,$2.43B,2012,Technology,Semiconductors,https://old.nasdaq.com/symbol/mtsi,
MGNX,"MacroGenics, Inc.",25.26,$1.24B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mgnx,
MDGL,"Madrigal Pharmaceuticals, Inc.",107.27,$1.66B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mdgl,
MAGS,Magal Security Systems Ltd.,2.94,$68.07M,1993,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/mags,
MGLN,"Magellan Health, Inc.",75.03,$1.87B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/mgln,
MGTA,"Magenta Therapeutics, Inc.",7.53,$363.28M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mgta,
MGIC,Magic Software Enterprises Ltd.,11.2,$548.54M,1991,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mgic,
MGNI,"Magnite, Inc.",5.96,$640.14M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mgni,
MGYR,"Magyar Bancorp, Inc.",7.6,$44.16M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/mgyr,
MHLD,"Maiden Holdings, Ltd.",1.35,$116.16M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhld,
MNSB,"MainStreet Bancshares, Inc.",13.4,$110.69M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mnsb,
MJCO,Majesco,13.06,$565.43M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mjco,
MMYT,MakeMyTrip Limited,16.21,$1.67B,2010,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/mmyt,
MLACU,Malacca Straits Acquisition Company Limited,10,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mlacu,
MBUU,"Malibu Boats, Inc.",58.98,$1.21B,2014,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mbuu,
MLVF,"Malvern Bancorp, Inc.",12.2,$93.13M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/mlvf,
TUSK,"Mammoth Energy Services, Inc.",1.17,$53.48M,2016,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/tusk,
MANH,"Manhattan Associates, Inc.",95.42,$6.06B,1998,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/manh,
LOAN,"Manhattan Bridge Capital, Inc",4.2,$40.44M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/loan,
MNTX,"Manitex International, Inc.",4.63,$91.49M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mntx,
MTEX,"Mannatech, Incorporated",15.7079,$37.53M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/mtex,
MNKD,MannKind Corporation,1.61,$343.15M,2004,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnkd,
MANT,ManTech International Corporation,65.89,$2.65B,2002,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/mant,
MARA,"Marathon Patent Group, Inc.",1.04,$22.65M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/mara,
MCHX,"Marchex, Inc.",1.67,$74.36M,2004,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mchx,
MRIN,Marin Software Incorporated,1.38,$9.48M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mrin,
MARPS,Marine Petroleum Trust,2.05,$4.1M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/marps,
MRNS,"Marinus Pharmaceuticals, Inc.",1.72,$210.19M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrns,
MRKR,"Marker Therapeutics, Inc.",1.92,$89.34M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrkr,
MKTX,"MarketAxess Holdings, Inc.",505.81,$19.18B,2004,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/mktx,
MRLN,Marlin Business Services Corp.,7.43,$88.32M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/mrln,
MAR,Marriott International,87.5,$28.37B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mar,
MBII,"Marrone Bio Innovations, Inc.",1.13,$168.52M,2013,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/mbii,
MRTN,"Marten Transport, Ltd.",26.37,$1.45B,1986,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/mrtn,
MMLP,Martin Midstream Partners L.P.,2.45,$95.19M,2002,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mmlp,
MRVL,Marvell Technology Group Ltd.,34.99,$23.28B,2000,Technology,Semiconductors,https://old.nasdaq.com/symbol/mrvl,
MASI,Masimo Corporation,233.46,$12.63B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/masi,
MCFT,"MasterCraft Boat Holdings, Inc.",21.55,$406.69M,2015,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mcft,
MTCH,"Match Group, Inc.",90.36,$23.4B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mtch,
MTLS,Materialise NV,26.7,$1.42B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtls,
MTRX,Matrix Service Company,9.15,$239.18M,1990,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/mtrx,
MAT,"Mattel, Inc.",11.34,$3.93B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/mat,
MATW,Matthews International Corporation,19.57,$611.94M,1994,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/matw,
MXIM,"Maxim Integrated Products, Inc.",67.13,$17.9B,1988,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxim,
MGRC,McGrath RentCorp,54.87,$1.33B,1984,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mgrc,
MDCA,MDC Partners Inc.,2.06,$153.45M,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/mdca,
MDJH,MDJM LTD,3.0711,$35.75M,2019,Finance,Real Estate,https://old.nasdaq.com/symbol/mdjh,
MDRR,"Medalist Diversified REIT, Inc.",1.6501,$7.83M,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mdrr,
MDRRP,"Medalist Diversified REIT, Inc.",11.4785,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mdrrp,
MBNKP,Medallion Bank,12.3,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/mbnkp,
MFIN,Medallion Financial Corp.,3.14,$77.89M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mfin,
MFINL,Medallion Financial Corp.,24.33,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mfinl,
MDIA,Mediaco Holding Inc.,4.87,$34.56M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/mdia,
MNOV,"MediciNova, Inc.",5.64,$248.54M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnov,
MDGS,Medigus Ltd.,1.7,$10.95M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mdgs,
MDGSW,Medigus Ltd.,0.23,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mdgsw,
MDWD,MediWound Ltd.,4.13,$112.38M,2014,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/mdwd,
MEDP,"Medpace Holdings, Inc.",105.81,$3.74B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/medp,
MEIP,"MEI Pharma, Inc.",2.95,$312.7M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/meip,
MGTX,MeiraGTx Holdings plc,13.44,$502.15M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mgtx,
MLCO,Melco Resorts & Entertainment Limited,15.25,$7.27B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mlco,
MNLO,Menlo Therapeutics Inc.,1.64,$274.9M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnlo,
MTSL,MER Telemanagement Solutions Ltd.,1.52,$5.49M,1997,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mtsl,
MELI,"MercadoLibre, Inc.",988.99,$49.16B,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/meli,
MBWM,Mercantile Bank Corporation,22.57,$366.33M,1998,Finance,Major Banks,https://old.nasdaq.com/symbol/mbwm,
MERC,Mercer International Inc.,7.95,$523.11M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/merc,
MBIN,Merchants Bancorp,17.22,$494.95M,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/mbin,
MBINO,Merchants Bancorp,21.1754,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mbino,
MBINP,Merchants Bancorp,24.1462,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mbinp,
MFH,Mercurity Fintech Holding Inc.,2.75,$22.62M,2015,Technology,EDP Services,https://old.nasdaq.com/symbol/mfh,
MRCY,Mercury Systems Inc,77.22,$4.29B,1998,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mrcy,
MREO,Mereo BioPharma Group plc,3.1,$210M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mreo,
MCMJ,Merida Merger Corp. I,10,$163.72M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/mcmj,
MCMJW,Merida Merger Corp. I,0.8,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/mcmjw,
EBSB,"Meridian Bancorp, Inc.",11.78,$617.36M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ebsb,
VIVO,Meridian Bioscience Inc.,23.15,$991.58M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/vivo,
MRBK,Meridian Corporation,14.02,$85.44M,2017,n/a,n/a,https://old.nasdaq.com/symbol/mrbk,
MMSI,"Merit Medical Systems, Inc.",42.65,$2.36B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmsi,
SNUG,Merlyn.AI Tactical Growth & Income ETF,26.2659,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snug,
MACK,"Merrimack Pharmaceuticals, Inc.",3.2073,$42.91M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mack,
MRSN,"Mersana Therapeutics, Inc.",20.56,$1.4B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrsn,
MRUS,Merus N.V.,13.48,$391.48M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrus,
MESA,"Mesa Air Group, Inc.",3.36,$118.25M,2018,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/mesa,
MLAB,"Mesa Laboratories, Inc.",231.61,$1.18B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mlab,
MESO,Mesoblast Limited,12.49,$1.46B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/meso,
CASH,"Meta Financial Group, Inc.",19.27,$666.9M,1993,Finance,Major Banks,https://old.nasdaq.com/symbol/cash,
METX,Meten EdtechX Education Group Ltd.,11.6,$618.2M,n/a,Finance,Business Services,https://old.nasdaq.com/symbol/metx,
METXW,Meten EdtechX Education Group Ltd.,0.38,n/a,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/metxw,
MEOH,Methanex Corporation,19.5,$1.49B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/meoh,
MCBS,"MetroCity Bankshares, Inc.",13.5,$344.65M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/mcbs,
MGEE,MGE Energy Inc.,66.86,$2.42B,n/a,Energy,Electric Utilities: Central,https://old.nasdaq.com/symbol/mgee,
MGPI,"MGP Ingredients, Inc.",38.84,$656.22M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/mgpi,
MBOT,Microbot Medical Inc. ,6.55,$46.53M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mbot,
MCHP,Microchip Technology Incorporated,100.21,$25.3B,1993,Technology,Semiconductors,https://old.nasdaq.com/symbol/mchp,
MU,"Micron Technology, Inc.",50.02,$55.57B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/mu,
MSFT,Microsoft Corporation,201.3,$1526.55B,1986,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/msft,
MSTR,MicroStrategy Incorporated,116.95,$1.14B,1998,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mstr,
MVIS,"Microvision, Inc.",2,$285.11M,1996,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mvis,
MICT,"MICT, Inc.",3.24,$35.99M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mict,
MPB,Mid Penn Bancorp,18.65,$156.92M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mpb,
MTP,Midatech Pharma PLC,2.48,$19.47M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtp,
MCEP,"Mid-Con Energy Partners, LP",3.15,$45.08M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mcep,
MBCN,Middlefield Banc Corp.,18.77,$119.55M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mbcn,
MSEX,Middlesex Water Company,66.95,$1.17B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/msex,
MSBI,"Midland States Bancorp, Inc.",14.64,$339.69M,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/msbi,
MSVB,"Mid-Southern Bancorp, Inc.",12.2,$42.65M,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/msvb,
MOFG,"MidWestOne Financial Group, Inc.",18.66,$300.24M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mofg,
MIST,Milestone Pharmaceuticals Inc.,8.28,$203.9M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mist,
MLND,"Millendo Therapeutics, Inc. ",1.84,$34.96M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mlnd,
TIGO,Millicom International Cellular S.A.,28.14,$2.84B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tigo,
MIME,Mimecast Limited,43.06,$2.71B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mime,
MNDO,MIND C.T.I. Ltd.,2.01,$39.99M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mndo,
NERV,"Minerva Neurosciences, Inc",3.56,$139.62M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nerv,
MGEN,"Miragen Therapeutics, Inc.",1.24,$65.82M,2014,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/mgen,
MRTX,"Mirati Therapeutics, Inc.",116.54,$5.09B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrtx,
MIRM,"Mirum Pharmaceuticals, Inc.",20.7,$525.57M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mirm,
MSON,"MISONIX, Inc.",13.17,$228.65M,1992,Capital Goods,Medical Specialities,https://old.nasdaq.com/symbol/mson,
MIND,"Mitcham Industries, Inc.",2.58,$31.43M,1994,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mind,
MINDP,"Mitcham Industries, Inc.",18.1501,n/a,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mindp,
MITK,"Mitek Systems, Inc.",9.39,$386.49M,n/a,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/mitk,
MKSI,"MKS Instruments, Inc.",119.7,$6.58B,1999,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mksi,
MMAC,"MMA Capital Holdings, Inc.",25.8,$147.08M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/mmac,
MTC,"MMTec, Inc.",1.39,$27.9M,2019,n/a,n/a,https://old.nasdaq.com/symbol/mtc,
MOBL,"MobileIron, Inc.",5.47,$631.07M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mobl,
MRNA,"Moderna, Inc.",73.21,$27.18B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mrna,
MOGO,Mogo Inc.,2.18,$61.85M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mogo,
MWK,"Mohawk Group Holdings, Inc.",7.59,$134.83M,2019,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mwk,
MKD,Molecular Data Inc.,2.35,$270.75M,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mkd,
MTEM,"Molecular Templates, Inc.",11.95,$546.48M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtem,
MBRX,"Moleculin Biotech, Inc.",1.19,$71.88M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mbrx,
MNTA,"Momenta Pharmaceuticals, Inc.",30,$3.53B,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mnta,
MOMO,Momo Inc.,17.61,$3.68B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/momo,
MKGI,"Monaker Group, Inc.",2.39,$31.96M,n/a,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/mkgi,
MCRI,"Monarch Casino & Resort, Inc.",35.45,$644.69M,1993,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mcri,
MDLZ,"Mondelez International, Inc.",54.87,$78.32B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mdlz,
MGI,"Moneygram International, Inc.",2.98,$189.05M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mgi,
MDB,"MongoDB, Inc.",204.64,$11.89B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mdb,
MNCL,Monocle Acquisition Corporation,10.3429,$230.44M,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mncl,
MNCLU,Monocle Acquisition Corporation,11,n/a,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mnclu,
MNCLW,Monocle Acquisition Corporation,0.34,n/a,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mnclw,
MPWR,"Monolithic Power Systems, Inc.",245.13,$10.97B,2004,Technology,Semiconductors,https://old.nasdaq.com/symbol/mpwr,
MNPR,Monopar Therapeutics Inc.,7.7,$81.88M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnpr,
MNRO,"Monro, Inc. ",61.24,$2.04B,1991,Consumer Services,Automotive Aftermarket,https://old.nasdaq.com/symbol/mnro,
MRCC,Monroe Capital Corporation,6.26,$128.51M,2012,n/a,n/a,https://old.nasdaq.com/symbol/mrcc,
MRCCL,Monroe Capital Corporation,22.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mrccl,
MNST,Monster Beverage Corporation,74.88,$39.43B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/mnst,
MORN,"Morningstar, Inc.",161.3,$6.9B,2005,Finance,Investment Managers,https://old.nasdaq.com/symbol/morn,
MORF,"Morphic Holding, Inc.",24.83,$760.97M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/morf,
MOR,MorphoSys AG,32.74,$4.28B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mor,
MOSY,"MoSys, Inc.",1.89,$6.68M,2001,Technology,Semiconductors,https://old.nasdaq.com/symbol/mosy,
MPAA,"Motorcar Parts of America, Inc.",16.2,$307.35M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mpaa,
MOTS,"Motus GI Holdings, Inc.",1.22,$35.21M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mots,
MCACU,Mountain Crest Acquisition Corp,10.07,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mcacu,
MOXC,"Moxian, Inc.",0.93,$15.06M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/moxc,
COOP,Mr. Cooper Group Inc.,13.21,$1.21B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/coop,
MTBC,"MTBC, Inc.",10.05,$124.62M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtbc,
MTBCP,"MTBC, Inc.",25.48,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtbcp,
MTSC,MTS Systems Corporation,17.54,$337.4M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mtsc,
GRIL,"Muscle Maker, Inc",2.24,$17.89M,2020,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/gril,
MBIO,"Mustang Bio, Inc.",3.25,$139.7M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mbio,
MVBF,MVB Financial Corp.,13.1,$156.54M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mvbf,
MYSZ,"My Size, Inc.",1.38,$9.86M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mysz,
MYL,Mylan N.V.,15.96,$8.25B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myl,
MYOK,"MyoKardia, Inc.",92.22,$4.3B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myok,
