Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
MYOS,MYOS RENS Technology Inc.,1.32,$15.64M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myos,
MYRG,"MYR Group, Inc.",31.78,$530.27M,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/myrg,
MYGN,"Myriad Genetics, Inc.",11.58,$863.34M,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/mygn,
NBRV,Nabriva Therapeutics plc,0.8298,$118.63M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nbrv,
NAKD,Naked Brand Group Limited,0.5538,$3.97M,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/nakd,
NNDM,Nano Dimension Ltd.,2.4,$111.36M,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/nndm,
NSTG,"NanoString Technologies, Inc.",34.19,$1.29B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nstg,
NAOV,"NanoVibronix, Inc.",1.55,$7.15M,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/naov,
NH,"NantHealth, Inc.",4.1,$453.54M,2016,Technology,EDP Services,https://old.nasdaq.com/symbol/nh,
NK,"NantKwest, Inc.",13.24,$1.42B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nk,
NSSC,"NAPCO Security Technologies, Inc.",24.59,$451.13M,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/nssc,
NDAQ,"Nasdaq, Inc.",130.56,$21.42B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ndaq,
NTRA,"Natera, Inc.",46.52,$3.66B,2015,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/ntra,
NATH,"Nathan&#39;s Famous, Inc.",51.77,$213.02M,1993,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/nath,
NKSH,"National Bankshares, Inc.",25.56,$165.87M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/nksh,
FIZZ,National Beverage Corp.,67.15,$3.13B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/fizz,
NCMI,"National CineMedia, Inc.",2.93,$233.67M,2007,Consumer Services,Advertising,https://old.nasdaq.com/symbol/ncmi,
NESR,National Energy Services Reunited Corp.,6.625,$579.66M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nesr,
NESRW,National Energy Services Reunited Corp.,0.8,n/a,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nesrw,
NGHC,National General Holdings Corp,33.79,$3.83B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghc,
NGHCN,National General Holdings Corp,25.94,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghcn,
NGHCO,National General Holdings Corp,25.26,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghco,
NGHCP,National General Holdings Corp,25.355,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghcp,
NGHCZ,National General Holdings Corp,25.42,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghcz,
NHLD,National Holdings Corporation,1.99,$26.82M,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/nhld,
NHLDW,National Holdings Corporation,0.09,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/nhldw,
NATI,National Instruments Corporation,37.52,$4.9B,1995,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nati,
NRC,National Research Corporation,58.42,$1.47B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/nrc,
NSEC,"National Security Group, Inc.",15.2,$38.45M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/nsec,
EYE,"National Vision Holdings, Inc.",31.33,$2.52B,2017,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/eye,
NWLI,"National Western Life Group, Inc.",200.18,$727.86M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/nwli,
NAII,"Natural Alternatives International, Inc.",6.915,$46.94M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/naii,
NHTC,Natural Health Trends Corp.,5.32,$60.77M,n/a,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/nhtc,
NATR,"Nature&#39;s Sunshine Products, Inc.",9.54,$185.77M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/natr,
NTUS,Natus Medical Incorporated,20.89,$706.12M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/ntus,
JSM,Navient Corporation,21.69,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jsm,
NAVI,Navient Corporation,8.02,$1.56B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/navi,
NMCI,Navios Maritime Containers L.P.,0.7901,$27.34M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nmci,
NBTB,NBT Bancorp Inc.,29.89,$1.3B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/nbtb,
NCNO,"nCino, Inc.",73.84,$6.62B,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ncno,
NCSM,"NCS Multistage Holdings, Inc.",0.5851,$27.6M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ncsm,
NKTR,Nektar Therapeutics,23.08,$4.11B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nktr,
NMRD,Nemaura Medical Inc.,9.47,$198.51M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nmrd,
NEOG,Neogen Corporation,74.89,$3.97B,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/neog,
NEO,"NeoGenomics, Inc.",35.99,$3.95B,n/a,Health Care,Precision Instruments,https://old.nasdaq.com/symbol/neo,
NLTX,"Neoleukin Therapeutics, Inc.",10.56,$406.4M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nltx,
NEON,Neonode Inc.,10.05,$92.17M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/neon,
NEOS,"Neos Therapeutics, Inc.",0.7143,$35.54M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/neos,
NVCN,Neovasc Inc.,2.6,$42.09M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvcn,
NEPH,"Nephros, Inc.",7.6,$68.62M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/neph,
NEPT,Neptune Wellness Solutions Inc.,2.98,$330.75M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nept,
UEPS,"Net 1 UEPS Technologies, Inc.",3.08,$175.93M,2005,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ueps,
NETE,"Net Element, Inc.",15.74,$66.04M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/nete,
NTAP,"NetApp, Inc.",43.2,$9.58B,1995,Technology,Electronic Components,https://old.nasdaq.com/symbol/ntap,
NTES,"NetEase, Inc.",448.33,$61.46B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ntes,
NFIN,Netfin Acquisition Corp.,10.54,$340.51M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/nfin,
NFINU,Netfin Acquisition Corp.,12.2,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/nfinu,
NFINW,Netfin Acquisition Corp.,1.41,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/nfinw,
NFLX,"Netflix, Inc.",480.45,$211.89B,2002,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/nflx,
NTGR,"NETGEAR, Inc.",30.57,$899.34M,2003,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ntgr,
NTCT,"NetScout Systems, Inc.",26.45,$1.91B,1999,Technology,EDP Services,https://old.nasdaq.com/symbol/ntct,
NTWK,NetSol Technologies Inc.,3.06,$36.84M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ntwk,
NBSE,"NeuBase Therapeutics, Inc. ",7.46,$172.48M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nbse,
NRBO,"NeuroBo Pharmaceuticals, Inc.",7.2,$118.28M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nrbo,
NBIX,"Neurocrine Biosciences, Inc.",125.2,$11.63B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nbix,
NURO,"NeuroMetrix, Inc.",1.97,$6.84M,2004,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nuro,
STIM,"Neuronetics, Inc.",3.01,$56.37M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/stim,
NTRP,"Neurotrope, Inc.",1.22,$28.88M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ntrp,
NBEV,New Age Beverages Corporation,2.29,$212.04M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/nbev,
NFE,New Fortress Energy LLC,20.2,$3.41B,2019,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nfe,
NPA,New Providence Acquisition Corp.,10.2,$293.25M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/npa,
NPAUU,New Providence Acquisition Corp.,10.8,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/npauu,
NPAWW,New Providence Acquisition Corp.,1.01,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/npaww,
NYMT,"New York Mortgage Trust, Inc.",2.51,$947.44M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nymt,
NYMTM,"New York Mortgage Trust, Inc.",18.54,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nymtm,
NYMTN,"New York Mortgage Trust, Inc.",18.7899,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nymtn,
NYMTO,"New York Mortgage Trust, Inc.",19.26,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nymto,
NYMTP,"New York Mortgage Trust, Inc.",19.49,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nymtp,
NEWA,"Newater Technology, Inc.",3.3373,$36.07M,2017,Basic Industries,Miscellaneous,https://old.nasdaq.com/symbol/newa,
NBAC,Newborn Acquisition Corp.,9.96,$74.3M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbac,
NBACR,Newborn Acquisition Corp.,0.23,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbacr,
NBACU,Newborn Acquisition Corp.,10.22,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbacu,
NBACW,Newborn Acquisition Corp.,0.1595,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbacw,
NWL,Newell Brands Inc.,17.14,$7.27B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/nwl,
NWGI,"Newgioco Group, Inc.",2.98,$36.75M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nwgi,
NMRK,"Newmark Group, Inc.",4.04,$720.03M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/nmrk,
NWS,News Corporation,12.71,$7.48B,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/nws,
NWSA,News Corporation,12.71,$7.48B,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/nwsa,
NEWT,Newtek Business Services Corp.,17.41,$363.9M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/newt,
NEWTI,Newtek Business Services Corp.,24.94,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/newti,
NEWTL,Newtek Business Services Corp.,24.405,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/newtl,
NXMD,"Nexeon Medsystems, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nxmd,
NXST,"Nexstar Media Group, Inc.",85,$3.85B,2003,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/nxst,
NXTC,"NextCure, Inc.",9.38,$258.11M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nxtc,
NEXT,NextDecade Corporation,1.8,$217.12M,2015,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/next,
NXGN,"NextGen Healthcare, Inc.",11.63,$775.87M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/nxgn,
NGM,"NGM Biopharmaceuticals, Inc.",17.91,$1.22B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ngm,
NODK,"NI Holdings, Inc.",15.92,$346.73M,2017,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nodk,
EGOV,NIC Inc.,21.7,$1.45B,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/egov,
NICE,NICE Ltd,199.92,$12.47B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nice,
NICK,"Nicholas Financial, Inc.",8.3612,$65.22M,n/a,Finance,Finance Companies,https://old.nasdaq.com/symbol/nick,
NCBS,Nicolet Bankshares Inc.,57.01,$594.27M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ncbs,
NKLA,Nikola Corporation,29.92,$10.8B,2018,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nkla,
NKLAW,Nikola Corporation,18.47,$547.45M,2018,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nklaw,
NIU,Niu Technologies,18.94,$1.42B,2018,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/niu,
NKTX,"Nkarta, Inc.",28.7,$933.54M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nktx,
LASR,"nLIGHT, Inc.",22.01,$847.13M,2018,Technology,Semiconductors,https://old.nasdaq.com/symbol/lasr,
NMIH,NMI Holdings Inc,14.34,$1.22B,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nmih,
NNBR,"NN, Inc.",5.23,$223.62M,1994,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/nnbr,
NBL,Noble Energy Inc.,10.89,$5.23B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nbl,
NBLX,Noble Midstream Partners LP,8.4,$759.13M,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/nblx,
NDLS,Noodles & Company,6.62,$292.86M,2013,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/ndls,
NDSN,Nordson Corporation,192.23,$11.09B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ndsn,
NSYS,Nortech Systems Incorporated,4.455,$11.84M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/nsys,
NBN,Northeast Bank,15.19,$127.57M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/nbn,
NTIC,Northern Technologies International Corporation,8.69,$79.08M,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/ntic,
NTRS,Northern Trust Corporation,76.03,$15.82B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ntrs,
NTRSO,Northern Trust Corporation,26.68,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ntrso,
NFBK,"Northfield Bancorp, Inc.",10.06,$534.31M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/nfbk,
NRIM,Northrim BanCorp Inc,22.99,$146.36M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/nrim,
NWBI,"Northwest Bancshares, Inc.",9.925,$1.27B,2009,Finance,Major Banks,https://old.nasdaq.com/symbol/nwbi,
NWPX,Northwest Pipe Company,25.23,$246.95M,1995,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/nwpx,
NLOK,NortonLifeLock Inc.,20.385,$12.01B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nlok,
NCLH,Norwegian Cruise Line Holdings Ltd.,14.38,$3.96B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nclh,
NWFL,Norwood Financial Corp.,25.27,$207.07M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/nwfl,
NVFY,"Nova Lifestyle, Inc",1.51,$8.36M,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/nvfy,
NVMI,Nova Measuring Instruments Ltd.,48.6,$1.36B,2000,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/nvmi,
NOVN,"Novan, Inc.",0.8591,$69.4M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/novn,
NOVT,Novanta Inc.,103.02,$3.62B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/novt,
NVAX,"Novavax, Inc.",133.93,$7.86B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nvax,
NVCR,NovoCure Limited,67,$6.73B,2015,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvcr,
NOVS,Novus Capital Corporation,10,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/novs,
NOVSU,Novus Capital Corporation,10.52,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/novsu,
NOVSW,Novus Capital Corporation,0.67,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/novsw,
NVUS,"Novus Therapeutics, Inc.",0.5035,$8.09M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nvus,
NUAN,"Nuance Communications, Inc.",26.22,$7.37B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nuan,
NCNA,NuCana plc,5.61,$182.21M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ncna,
NRIX,"Nurix Therapeutics, Inc.",19.01,$662.27M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nrix,
NTNX,"Nutanix, Inc.",21.12,$4.21B,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ntnx,
NUVA,"NuVasive, Inc.",58.59,$3B,2004,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nuva,
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,23.87,$944.52M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qqqx,
NUZE,"NuZee, Inc.",19.31,$278.63M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/nuze,
NVEE,"NV5 Global, Inc.",54.05,$704.48M,2013,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/nvee,
NVEC,NVE Corporation,54.75,$264.72M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/nvec,
NVDA,NVIDIA Corporation,407.78,$250.78B,1999,Technology,Semiconductors,https://old.nasdaq.com/symbol/nvda,
NXPI,NXP Semiconductors N.V.,115.75,$32.29B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/nxpi,
NXTD,NXT-ID Inc.,0.434,$14.88M,n/a,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/nxtd,
NYMX,Nymox Pharmaceutical Corporation,3.36,$240.97M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/nymx,
OIIM,O2Micro International Limited,2.14,$57.39M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/oiim,
OVLY,Oak Valley Bancorp (CA),12.35,$101.48M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ovly,
OCSL,Oaktree Specialty Lending Corporation,4.57,$644.19M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ocsl,
OCSI,Oaktree Strategic Income Corporation,6.11,$180.04M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ocsi,
OMP,Oasis Midstream Partners LP,8.24,$278.61M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/omp,
OAS,Oasis Petroleum Inc.,0.7019,$227.44M,2010,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/oas,
OBLN,"Obalon Therapeutics, Inc.",0.7599,$5.88M,2016,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/obln,
OBSV,ObsEva SA,2.78,$123.97M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/obsv,
OBCI,"Ocean Bio-Chem, Inc.",15.2,$143.76M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/obci,
OPTT,"Ocean Power Technologies, Inc.",0.8078,$13.83M,2007,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/optt,
OCFC,OceanFirst Financial Corp.,16.42,$994.69M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ocfc,
OCFCP,OceanFirst Financial Corp.,26.11,n/a,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ocfcp,
OFED,Oconee Federal Financial Corp.,25.45,$144.44M,2011,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ofed,
OCGN,"Ocugen, Inc.",0.3769,$50.88M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ocgn,
OCUL,"Ocular Therapeutix, Inc.",8.54,$536.08M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ocul,
ODT,"Odonate Therapeutics, Inc.",36.25,$1.16B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/odt,
OMEX,"Odyssey Marine Exploration, Inc.",4.2,$40.08M,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/omex,
OPI,Office Properties Income Trust,24.265,$1.17B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/opi,
OPINI,Office Properties Income Trust,24.9945,n/a,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/opini,
OPINL,Office Properties Income Trust,25.3,n/a,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/opinl,
OFS,OFS Capital Corporation,4.215,$56.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ofs,
OFSSI,OFS Capital Corporation,22.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ofssi,
OFSSL,OFS Capital Corporation,23.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ofssl,
OFSSZ,OFS Capital Corporation,23,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ofssz,
